kecamatan,kelurahan,lokasi,kategori,latitude,longitude,status_akurasi
SUKAJADI,SUKAGALIH,JL. BABAKAN JERUK VIII,TAMAN,-6.887450338614,107.585005385142,Akurat (ArcGIS)
SUKAJADI,SUKAGALIH,SUKAMULYA INDAH,TAMAN,-6.8842,107.5878,Akurat (ArcGIS)
SUKAJADI,SUKABUNGAH,TAMAN RW 12,TAMAN,-6.896237,107.593926,Akurat (ArcGIS)
SUKAJADI,PASTEUR,TANAMAN HIAS,TAMAN,-6.889739,107.59944,Akurat (ArcGIS)
SUKAJADI,PASTEUR,JL. JURANG NO.103,TAMAN,-6.884641003276,107.600929023512,Akurat (ArcGIS)
SUKAJADI,PASTEUR,TAMAN EYCKMAN,TAMAN,-6.896272523358,107.599951304832,Akurat (ArcGIS)
SUKAJADI,PASTEUR,TAMAN KARANGSARI,TAMAN,-6.880981890608,107.597838718904,Akurat (ArcGIS)
SUKAJADI,PASTEUR,TAMAN PEMUDA,TAMAN,-6.889739,107.59944,Akurat (ArcGIS)
SUKAJADI,PASTEUR,TAMAN SUKAMAJU,TAMAN,-6.889149089977,107.598221885365,Akurat (ArcGIS)
SUKAJADI,PASTEUR,TAMAN TENTRAM,TAMAN,-6.8944368,107.6011027,Akurat (ArcGIS)
SUKAJADI,PASTEUR,TAMAN WASAPADA,TAMAN,-6.892318980834,107.600033936773,Akurat (ArcGIS)
SUKAJADI,CIPEDES,LAPANG ABRA JL. CIPEDES TENGAH RW 05,TAMAN,-6.887378110407,107.590958932554,Akurat (ArcGIS)
SUKAJADI,CIPEDES,JL. KARANG TINEUNG INDAH RW. 01,TAMAN,-6.883739613408,107.595067139526,Akurat (ArcGIS)
SUKAJADI,CIPEDES,MALL PVJ JL. SUKAJADI,TAMAN,-6.887512131358,107.596738971498,Akurat (ArcGIS)
SUKAJADI,CIPEDES,JL. SUKAGALIH 1 RT.004 RW.009,TAMAN,-6.893104001364,107.596897998637,Akurat (ArcGIS)
SUKAJADI,CIPEDES,JL. KARANG TINEUNG INDAH RW.03,TAMAN,-6.8821938,107.5921405,Akurat (ArcGIS)
SUKAJADI,CIPEDES,JL. SUKAJADI RT 06 RW 03,TAMAN,-6.887512131358,107.596738971498,Akurat (ArcGIS)
SUKAJADI,SUKAWARNA,PERUM GRIYA MAS,TAMAN,-6.8871,107.5772,Akurat (ArcGIS)
SUKAJADI,SUKAWARNA,JL. SARIMADU,TAMAN,-6.884464130458,107.574143502572,Akurat (ArcGIS)
SUKAJADI,SUKAWARNA,JL. CIBOGO,TAMAN,-6.88837968045,107.579287607126,Akurat (ArcGIS)
SUKAJADI,SUKAGALIH,JL. BABAKAN JERUK VIII,TAMAN,-6.887450338614,107.585005385142,Akurat (ArcGIS)
SUKAJADI,SUKAGALIH,SUKAMULYA INDAH,TAMAN,-6.8842,107.5878,Akurat (ArcGIS)
SUKAJADI,SUKABUNGAH,TAMAN RW 12,TAMAN,-6.896237,107.593926,Akurat (ArcGIS)
SUKAJADI,PASTEUR,TANAMAN HIAS,TAMAN,-6.889739,107.59944,Akurat (ArcGIS)
SUKAJADI,PASTEUR,JL. JURANG NO.103,TAMAN,-6.884641003276,107.600929023512,Akurat (ArcGIS)
SUKAJADI,PASTEUR,TAMAN EYCKMAN,TAMAN,-6.896272523358,107.599951304832,Akurat (ArcGIS)
SUKAJADI,PASTEUR,TAMAN KARANGSARI,TAMAN,-6.880981890608,107.597838718904,Akurat (ArcGIS)
SUKAJADI,PASTEUR,TAMAN PEMUDA,TAMAN,-6.889739,107.59944,Akurat (ArcGIS)
SUKAJADI,PASTEUR,TAMAN SUKAMAJU,TAMAN,-6.889149089977,107.598221885365,Akurat (ArcGIS)
SUKAJADI,PASTEUR,TAMAN TENTRAM,TAMAN,-6.8944368,107.6011027,Akurat (ArcGIS)
SUKAJADI,PASTEUR,TAMAN WASAPADA,TAMAN,-6.892318980834,107.600033936773,Akurat (ArcGIS)
SUKAJADI,CIPEDES,LAPANG ABRA JL. CIPEDES TENGAH RW 05,TAMAN,-6.887378110407,107.590958932554,Akurat (ArcGIS)
SUKAJADI,CIPEDES,JL. KARANG TINEUNG INDAH RW. 01,TAMAN,-6.883739613408,107.595067139526,Akurat (ArcGIS)
SUKAJADI,CIPEDES,MALL PVJ JL. SUKAJADI,TAMAN,-6.887512131358,107.596738971498,Akurat (ArcGIS)
SUKAJADI,CIPEDES,JL. SUKAGALIH 1 RT.004 RW.009,TAMAN,-6.893104001364,107.596897998637,Akurat (ArcGIS)
SUKAJADI,CIPEDES,JL. KARANG TINEUNG INDAH RW.03,TAMAN,-6.8821938,107.5921405,Akurat (ArcGIS)
SUKAJADI,CIPEDES,JL. SUKAJADI RT 06 RW 03,TAMAN,-6.887512131358,107.596738971498,Akurat (ArcGIS)
SUKAJADI,SUKAWARNA,PERUM GRIYA MAS,TAMAN,-6.8871,107.5772,Akurat (ArcGIS)
SUKAJADI,SUKAWARNA,JL. SARIMADU,TAMAN,-6.884464130458,107.574143502572,Akurat (ArcGIS)
SUKAJADI,SUKAWARNA,JL. CIBOGO,TAMAN,-6.88837968045,107.579287607126,Akurat (ArcGIS)
SUKAJADI,SUKAGALIH,JL. BABAKAN JERUK VIII,TAMAN,-6.887450338614,107.585005385142,Akurat (ArcGIS)
SUKAJADI,SUKAGALIH,SUKAMULYA INDAH,TAMAN,-6.8842,107.5878,Akurat (ArcGIS)
SUKAJADI,SUKABUNGAH,TAMAN RW 12,TAMAN,-6.896237,107.593926,Akurat (ArcGIS)
SUKAJADI,PASTEUR,TANAMAN HIAS,TAMAN,-6.889739,107.59944,Akurat (ArcGIS)
SUKAJADI,PASTEUR,JL. JURANG NO.103,TAMAN,-6.884641003276,107.600929023512,Akurat (ArcGIS)
SUKAJADI,PASTEUR,TAMAN EYCKMAN,TAMAN,-6.896272523358,107.599951304832,Akurat (ArcGIS)
SUKAJADI,PASTEUR,TAMAN KARANGSARI,TAMAN,-6.880981890608,107.597838718904,Akurat (ArcGIS)
SUKAJADI,PASTEUR,TAMAN PEMUDA,TAMAN,-6.889739,107.59944,Akurat (ArcGIS)
SUKAJADI,PASTEUR,TAMAN SUKAMAJU,TAMAN,-6.889149089977,107.598221885365,Akurat (ArcGIS)
SUKAJADI,PASTEUR,TAMAN TENTRAM,TAMAN,-6.8944368,107.6011027,Akurat (ArcGIS)
SUKAJADI,PASTEUR,TAMAN WASAPADA,TAMAN,-6.892318980834,107.600033936773,Akurat (ArcGIS)
SUKAJADI,CIPEDES,LAPANG ABRA JL. CIPEDES TENGAH RW 05,TAMAN,-6.887378110407,107.590958932554,Akurat (ArcGIS)
SUKAJADI,CIPEDES,JL. KARANG TINEUNG INDAH RW. 01,TAMAN,-6.883739613408,107.595067139526,Akurat (ArcGIS)
SUKAJADI,CIPEDES,MALL PVJ JL. SUKAJADI,TAMAN,-6.887512131358,107.596738971498,Akurat (ArcGIS)
SUKAJADI,CIPEDES,JL. SUKAGALIH 1 RT.004 RW.009,TAMAN,-6.893104001364,107.596897998637,Akurat (ArcGIS)
SUKAJADI,CIPEDES,JL. KARANG TINEUNG INDAH RW.03,TAMAN,-6.8821938,107.5921405,Akurat (ArcGIS)
SUKAJADI,CIPEDES,JL. SUKAJADI RT 06 RW 03,TAMAN,-6.887512131358,107.596738971498,Akurat (ArcGIS)
SUKAJADI,SUKAWARNA,PERUM GRIYA MAS,TAMAN,-6.8871,107.5772,Akurat (ArcGIS)
SUKAJADI,SUKAWARNA,JL. SARIMADU,TAMAN,-6.884464130458,107.574143502572,Akurat (ArcGIS)
SUKAJADI,SUKAWARNA,JL. CIBOGO,TAMAN,-6.88837968045,107.579287607126,Akurat (ArcGIS)
SUKAJADI,SUKAGALIH,JL. BABAKAN JERUK VIII,TAMAN,-6.887450338614,107.585005385142,Akurat (ArcGIS)
SUKAJADI,SUKAGALIH,SUKAMULYA INDAH,TAMAN,-6.8842,107.5878,Akurat (ArcGIS)
SUKAJADI,SUKABUNGAH,TAMAN RW 12,TAMAN,-6.896237,107.593926,Akurat (ArcGIS)
SUMUR BANDUNG,BRAGA,JL. SUNIARAJA,PALM,-6.915513615318,107.60746123172,Akurat (ArcGIS)
SUMUR BANDUNG,BRAGA,JL. VIADUCT,POHON PELINDUNG,-6.915134121527,107.608040411658,Akurat (ArcGIS)
SUMUR BANDUNG,BABAKAN CIAMIS,JL. ACEH - JL. MERDEKA,TAMAN SEJARAH,-6.911138874572,107.610553990463,Akurat (ArcGIS)
SUMUR BANDUNG,BABAKAN CIAMIS,TAMAN BADAK,BALAIKOTA BANDUNG,-6.911133,107.609074,Akurat (ArcGIS)
SUMUR BANDUNG,BABAKAN CIAMIS,TAMAN DEWI SARTIKA,BALAIKOTA BANDUNG,-6.911133,107.609074,Akurat (ArcGIS)
SUMUR BANDUNG,BABAKAN CIAMIS,TAMAN VANDA,JL. MERDEKA,-6.9140142,107.6102074,Akurat (ArcGIS)
SUMUR BANDUNG,BABAKAN CIAMIS,RW 03 KELURAHAN BABAKAN CIAMIS,LAPANGAN,-6.911133,107.609074,Akurat (ArcGIS)
SUMUR BANDUNG,KEBON PISANG,"PERSIMPANGAN JL.VANDEVENTER DAN JL BUTONÂ 
      ( TAMAN CIBUNUT)",TAMAN,-6.917712733653,107.615021187636,Akurat (ArcGIS)
SUMUR BANDUNG,KEBON PISANG,TAMAN LILIN,AREA BERMAIN,-6.919078,107.61848,Akurat (ArcGIS)
SUMUR BANDUNG,KEBON PISANG,RT 05 RW 07,TAMAN,-6.919078,107.61848,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,TAMAN TONGKENG,JL. TONGKENG KEL. MERDEKA,-6.912837810655,107.622899045494,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,TAMAN ANGGREK/ TAMAN FOTO,JL. ANGGREK KEL. MERDEKA,-6.9135,107.6273,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,TAMAN CENTRUM/ TAMAN MUSIK,JL. BELITUNG KEL. MERDEKA,-6.9119298,107.6159874,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,TAMAN LALU LINTAS,JL. BELITUNG KEL. MERDEKA,-6.9109,107.6128,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,TAMAN KITRI,JL. RIAU KEL. MERDEKA,-6.9105975,107.6264319,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,TAMAN KARANG TARUNA,JL. RIAU KEL. MERDEKA,-6.9156643,107.629574,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,STADION SILIWANGI,LAPANG SEPAK BOLA,-6.9104,107.6189,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,SILIWANGI GOLF DRIVING RANGE,LAPANG GOLF,-6.9120728,107.6189748,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,LAPANG RINDAM III SILIWANGI,LAPANG UPACARA TNI,-6.913626,107.621243,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,YON ARHANUD,LAPANG UPACARA TNI,-6.913626,107.621243,Akurat (ArcGIS)
SUMUR BANDUNG,BRAGA,JL. SUNIARAJA,PALM,-6.915513615318,107.60746123172,Akurat (ArcGIS)
SUMUR BANDUNG,BRAGA,JL. VIADUCT,POHON PELINDUNG,-6.915134121527,107.608040411658,Akurat (ArcGIS)
SUMUR BANDUNG,BABAKAN CIAMIS,JL. ACEH - JL. MERDEKA,TAMAN,-6.911138874572,107.610553990463,Akurat (ArcGIS)
SUMUR BANDUNG,BABAKAN CIAMIS,JL. WASTUKENCANA,TAMAN,-6.909952643185,107.608686870744,Akurat (ArcGIS)
SUMUR BANDUNG,BABAKAN CIAMIS,JL. WASTUKENCANA,TAMAN,-6.909952643185,107.608686870744,Akurat (ArcGIS)
SUMUR BANDUNG,BABAKAN CIAMIS,JL. WASTUKENCANA,TAMAN,-6.909952643185,107.608686870744,Akurat (ArcGIS)
SUMUR BANDUNG,BABAKAN CIAMIS,JL. WASTUKENCANA,TAMAN,-6.909952643185,107.608686870744,Akurat (ArcGIS)
SUMUR BANDUNG,BABAKAN CIAMIS,JL. MERDEKA,TAMAN,-6.911138874572,107.610553990463,Akurat (ArcGIS)
SUMUR BANDUNG,BABAKAN CIAMIS,JL. MERDEKA,TAMAN,-6.911138874572,107.610553990463,Akurat (ArcGIS)
SUMUR BANDUNG,BABAKAN CIAMIS,RW 03 KELURAHAN BABAKAN CIAMIS,LAPANGAN,-6.911133,107.609074,Akurat (ArcGIS)
SUMUR BANDUNG,KEBON PISANG,PERSIMPANGAN JL. VANDEVENTER DAN JL. BUTON (TAMAN CIBUNUT),TAMAN,-6.917712733653,107.615021187636,Akurat (ArcGIS)
SUMUR BANDUNG,KEBON PISANG,TAMAN LILIN,AREA BERMAIN,-6.919078,107.61848,Akurat (ArcGIS)
SUMUR BANDUNG,KEBON PISANG,RT 05 RW 07,TAMAN,-6.919078,107.61848,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,JL. TONGKENG,TAMAN TONGKENG,-6.912837810655,107.622899045494,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,JL. ANGGREK,TAMAN ANGGREK/TAMAN FOTO,-6.913882438652,107.626998982018,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,JL. BELITUNG,TAMAN CENTRUM/TAMAN MUSIK,-6.911600459052,107.616577618552,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,JL. BELITUNG,TAMAN LALU LINTAS,-6.911600459052,107.616577618552,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,JL. RIAU,TAMAN KITRI,-6.906628092126,107.622472328913,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,JL. RIAU,TAMAN KARANG TARUNA,-6.906628092126,107.622472328913,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,STADION SILIWANGI,LAPANG SEPAK BOLA,-6.9104,107.6189,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,SILIWANGI GOLF DRIVING RANGE,LAPANG GOLF,-6.9120728,107.6189748,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,LAPANG RINDAM III SILIWANGI,LAPANG UPACARA TNI,-6.913626,107.621243,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,YON ARHANUD,LAPANG UPACARA TNI,-6.913626,107.621243,Akurat (ArcGIS)
SUMUR BANDUNG,BRAGA,JL. SUNIARAJA,PALM,-6.915513615318,107.60746123172,Akurat (ArcGIS)
SUMUR BANDUNG,BRAGA,JL. VIADUCT,POHON PELINDUNG,-6.915134121527,107.608040411658,Akurat (ArcGIS)
SUMUR BANDUNG,BABAKAN CIAMIS,JL. ACEH - JL. MERDEKA,TAMAN SEJARAH,-6.911138874572,107.610553990463,Akurat (ArcGIS)
SUMUR BANDUNG,BABAKAN CIAMIS,TAMAN BADAK,BALAIKOTA BANDUNG,-6.911133,107.609074,Akurat (ArcGIS)
SUMUR BANDUNG,BABAKAN CIAMIS,TAMAN DEWI SARTIKA,BALAIKOTA BANDUNG,-6.911133,107.609074,Akurat (ArcGIS)
SUMUR BANDUNG,BABAKAN CIAMIS,TAMAN VANDA,JL. MERDEKA,-6.9140142,107.6102074,Akurat (ArcGIS)
SUMUR BANDUNG,BABAKAN CIAMIS,RW 03 KELURAHAN BABAKAN CIAMIS,LAPANGAN,-6.911133,107.609074,Akurat (ArcGIS)
SUMUR BANDUNG,KEBON PISANG,"PERSIMPANGAN JL.VANDEVENTER DAN JL BUTONÂ 
      ( TAMAN CIBUNUT)",TAMAN,-6.917712733653,107.615021187636,Akurat (ArcGIS)
SUMUR BANDUNG,KEBON PISANG,TAMAN LILIN,AREA BERMAIN,-6.919078,107.61848,Akurat (ArcGIS)
SUMUR BANDUNG,KEBON PISANG,RT 05 RW 07,TAMAN,-6.919078,107.61848,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,TAMAN TONGKENG,JL. TONGKENG KEL. MERDEKA,-6.912837810655,107.622899045494,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,TAMAN ANGGREK/ TAMAN FOTO,JL. ANGGREK KEL. MERDEKA,-6.9135,107.6273,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,TAMAN CENTRUM/ TAMAN MUSIK,JL. BELITUNG KEL. MERDEKA,-6.9119298,107.6159874,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,TAMAN LALU LINTAS,JL. BELITUNG KEL. MERDEKA,-6.9109,107.6128,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,TAMAN KITRI,JL. RIAU KEL. MERDEKA,-6.9105975,107.6264319,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,TAMAN KARANG TARUNA,JL. RIAU KEL. MERDEKA,-6.9156643,107.629574,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,STADION SILIWANGI,LAPANG SEPAK BOLA,-6.9104,107.6189,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,SILIWANGI GOLF DRIVING RANGE,LAPANG GOLF,-6.9120728,107.6189748,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,LAPANG RINDAM III SILIWANGI,LAPANG UPACARA TNI,-6.913626,107.621243,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,YON ARHANUD,LAPANG UPACARA TNI,-6.913626,107.621243,Akurat (ArcGIS)
SUMUR BANDUNG,BRAGA,JL. SUNIARAJA,PALM,-6.915513615318,107.60746123172,Akurat (ArcGIS)
SUMUR BANDUNG,BRAGA,JL. VIADUCT,POHON PELINDUNG,-6.915134121527,107.608040411658,Akurat (ArcGIS)
SUMUR BANDUNG,BABAKAN CIAMIS,JL. ACEH - JL. MERDEKA,TAMAN SEJARAH,-6.911138874572,107.610553990463,Akurat (ArcGIS)
SUMUR BANDUNG,BABAKAN CIAMIS,TAMAN BADAK,BALAIKOTA BANDUNG,-6.911133,107.609074,Akurat (ArcGIS)
SUMUR BANDUNG,BABAKAN CIAMIS,TAMAN DEWI SARTIKA,BALAIKOTA BANDUNG,-6.911133,107.609074,Akurat (ArcGIS)
SUMUR BANDUNG,BABAKAN CIAMIS,TAMAN VANDA,JL. MERDEKA,-6.9140142,107.6102074,Akurat (ArcGIS)
SUMUR BANDUNG,KEBON PISANG,"PERSIMPANGAN JL.VANDEVENTER DAN JL BUTONÂ 
      ( TAMAN CIBUNUT)",TAMAN,-6.917712733653,107.615021187636,Akurat (ArcGIS)
SUMUR BANDUNG,KEBON PISANG,TAMAN LILIN,AREA BERMAIN,-6.919078,107.61848,Akurat (ArcGIS)
SUMUR BANDUNG,KEBON PISANG,RT 05 RW 07,TAMAN,-6.919078,107.61848,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,TAMAN TONGKENG,JL. TONGKENG KEL. MERDEKA,-6.912837810655,107.622899045494,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,TAMAN ANGGREK/ TAMAN FOTO,JL. ANGGREK KEL. MERDEKA,-6.9135,107.6273,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,TAMAN CENTRUM/ TAMAN MUSIK,JL. BELITUNG KEL. MERDEKA,-6.9119298,107.6159874,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,TAMAN LALU LINTAS,JL. BELITUNG KEL. MERDEKA,-6.9109,107.6128,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,TAMAN KITRI,JL. RIAU KEL. MERDEKA,-6.9105975,107.6264319,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,TAMAN KARANG TARUNA,JL. RIAU KEL. MERDEKA,-6.9156643,107.629574,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,STADION SILIWANGI,LAPANG SEPAK BOLA,-6.9104,107.6189,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,SILIWANGI GOLF DRIVING RANGE,LAPANG GOLF,-6.9120728,107.6189748,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,LAPANG RINDAM III SILIWANGI,LAPANG UPACARA TNI,-6.913626,107.621243,Akurat (ArcGIS)
SUMUR BANDUNG,MERDEKA,YON ARHANUD,LAPANG UPACARA TNI,-6.913626,107.621243,Akurat (ArcGIS)
PANYILEUKAN,CIPADUNG WETAN,JL. A.H NASUTION RW 02,PERUSAHAAN - LAPANGAN OLAHRAGA DAN SEMPADAN SUNGAI,-6.9322867,107.7082235,Akurat (ArcGIS)
PANYILEUKAN,CIPADUNG WETAN,JL. PANGARITAN RW 03,PERUSAHAAN - LAPANGAN OLAHRAGA - SEMPADAN SUNGAI DAN SEMPADAN JALAN,-6.926607853442,107.709302361872,Akurat (ArcGIS)
PANYILEUKAN,CIPADUNG WETAN,JL. PANGARITAN RW 04,SEMPADAN JALAN,-6.926607853442,107.709302361872,Akurat (ArcGIS)
PANYILEUKAN,CIPADUNG WETAN,JL. PANGARITAN RW 06,SEMPADAN SUNGAI DAN SEMPADAN JALAN,-6.926607853442,107.709302361872,Akurat (ArcGIS)
PANYILEUKAN,CIPADUNG KIDUL,BUMI PANYILEUKAN BLOK E8 RT 05 RW 04,FASOS FASUM,-6.94585983748,107.710628941826,Akurat (ArcGIS)
PANYILEUKAN,CIPADUNG KIDUL,BUMI PANYILEUKAN BLOK E 14 RT 06 RW 04,FASOS FASUM,-6.948131195711,107.711607780173,Akurat (ArcGIS)
PANYILEUKAN,CIPADUNG KIDUL,BUMI PANYILEUKAN BLOK F RT 07 RW 05,FASOS FASUM,-6.94585983748,107.710628941826,Akurat (ArcGIS)
PANYILEUKAN,CIPADUNG KIDUL,BUMI PANYILEUKAN CITRA RW 13,FASOS FASUM,-6.9462893,107.713063,Akurat (ArcGIS)
PANYILEUKAN,CIPADUNG KIDUL,BUMI PANYILEUKAN RW 10,FASOS FASUM,-6.9462893,107.713063,Akurat (ArcGIS)
PANYILEUKAN,CIPADUNG KIDUL,BUMI PANYILEUKAN BLOK F RT 06 RW 05,FASOS FASUM,-6.94585983748,107.710628941826,Akurat (ArcGIS)
PANYILEUKAN,CIPADUNG KIDUL,BUMI PANYILEUKAN BLOK J1 RT 03 RW 09,FASOS FASUM,-6.94585983748,107.710628941826,Akurat (ArcGIS)
PANYILEUKAN,CIPADUNG KIDUL,BUMI PANYILEUKAN BLOK B RT 01 RW 02,FASOS FASUM,-6.94585983748,107.710628941826,Akurat (ArcGIS)
PANYILEUKAN,CIPADUNG KIDUL,JL. TERUSAN PANYILEUKAN RW 07,FASOS FASUM,-6.940907881102,107.711520776018,Akurat (ArcGIS)
PANYILEUKAN,CIPADUNG KIDUL,BUMI PANYILEUKAN RW 08,FASOS FASUM,-6.9462893,107.713063,Akurat (ArcGIS)
PANYILEUKAN,CIPADUNG KIDUL,JL. TAMAN CIPADUNG INDAH RT 01 RW 01,FASOS FASUM,-6.938309637002,107.711130322742,Akurat (ArcGIS)
PANYILEUKAN,CIPADUNG KIDUL,BUMI PANYILEUKAN BLOK AB RT 01 RW 02,FASOS FASUM,-6.94585983748,107.710628941826,Akurat (ArcGIS)
PANYILEUKAN,CIPADUNG KIDUL,BUMI PANYILEUKAN BLOK C RT 01 RW 03,FASOS FASUM,-6.94585983748,107.710628941826,Akurat (ArcGIS)
PANYILEUKAN,CIPADUNG KIDUL,BUMI PANYILEUKAN BLOK G5 DAN G6 RT 03 RW 06,FASOS FASUM,-6.94585983748,107.710628941826,Akurat (ArcGIS)
PANYILEUKAN,CIPADUNG KIDUL,JL. RAYA PANYILEUKAN BLOK J6 RT 02 RW 07,FASOS FASUM,-6.941111313632,107.715103044432,Akurat (ArcGIS)
PANYILEUKAN,CIPADUNG KIDUL,BUMI PANYILEUKAN BLOK I RT 02 RW 08,FASOS FASUM,-6.94585983748,107.710628941826,Akurat (ArcGIS)
PANYILEUKAN,CIPADUNG KIDUL,BUMI PANYILEUKAN BLOK O DAN J RT 03 RW 09,FASOS FASUM,-6.94585983748,107.710628941826,Akurat (ArcGIS)
PANYILEUKAN,CIPADUNG KIDUL,BUMI PANYILEUKAN BLOK L DAN M RT 02 RW 11,FASOS FASUM,-6.94585983748,107.710628941826,Akurat (ArcGIS)
PANYILEUKAN,CIPADUNG KIDUL,JL. TERATAI RAYA RT 03 RW 12,FASOS FASUM,-6.941762,107.713826,Akurat (ArcGIS)
PANYILEUKAN,CIPADUNG KIDUL,JL. KAVLING DAMRI RT 01 RW 14,FASOS FASUM,-6.936733835945,107.717463353368,Akurat (ArcGIS)
PANYILEUKAN,CIPADUNG KULON,JL. PANUTAN RAYAÂ  RT 03 RW 05,LAHAN KOSONG,-6.922960647319,107.705665598148,Akurat (ArcGIS)
PANYILEUKAN,CIPADUNG KULON,KOMPLEK BUMI ASRI RT 02 RW 06,LAPANG VOLLEY,-6.9205806,107.7072973,Akurat (ArcGIS)
PANYILEUKAN,CIPADUNG KULON,JL. AH NASUTION RT 02 RW 06,TAMAN,-6.921304,107.704329,Akurat (ArcGIS)
PANYILEUKAN,CIPADUNG KULON,JL. PARAHYANGAN RT 01 RW 08,LAPANG VOLLEY,-6.921304,107.704329,Akurat (ArcGIS)
PANYILEUKAN,CIPADUNG KULON,JL. PAKUANÂ  RAYAÂ  RT 02 RW 08,TAMAN BERMAIN,-6.923305029017,107.702661569455,Akurat (ArcGIS)
PANYILEUKAN,CIPADUNG KULON,JL. PANYAWANGAN RAYA RT 06 RW 08,TAMAN,-6.922249,107.7015288,Akurat (ArcGIS)
PANYILEUKAN,CIPADUNG KULON,JL. PANINEUNGAN RT 03 RW 08,LAPANG VOLLEY,-6.921620996167,107.703485967453,Akurat (ArcGIS)
PANYILEUKAN,CIPADUNG KULON,JL. PAMITRAN RT 03 RW 09,TAMAN BERMAIN DAN SARAN OLAH RAGA,-6.92056801958,107.70244401307,Akurat (ArcGIS)
PANYILEUKAN,CIPADUNG KULON,JL. PANUTAN II RT 07 RW 09,SARANA OLAH RAGA,-6.9202424929,107.707489083246,Akurat (ArcGIS)
PANYILEUKAN,CIPADUNG KULON,JL. PANUTAN RAYA RT 07 RW 09,TAMAN BERMAIN TINGKAT KELURAHAN,-6.922960647319,107.705665598148,Akurat (ArcGIS)
PANYILEUKAN,CIPADUNG KULON,"JL. PASANGGRAHAN VIII RT 04 RW ,010",SARANA OLAH RAGA,-6.921794182879,107.702617213444,Akurat (ArcGIS)
PANYILEUKAN,MEKAR MULYA,JL. PAMEKAR TIMUR II RT 7 RW 03,LAPANGAN VOLLY - POHON PELINDUNG DAN POHON PRODUKTIF,-6.928214997485,107.700449958304,Akurat (ArcGIS)
PANYILEUKAN,MEKAR MULYA,JL. PAMEKAR RAYA RW 03,LAPANGAN VOLLY - POHON PELINDUNG DAN POHON PRODUKTIF,-6.92977277563,107.699294285003,Akurat (ArcGIS)
PANYILEUKAN,MEKAR MULYA,JL. PAMEKAR RAYA RW 03,LAPANGAN BULU TANGKIS - POHON PELINDUNG - PRODUKTIF,-6.92977277563,107.699294285003,Akurat (ArcGIS)
PANYILEUKAN,MEKAR MULYA,RT 05 RW 01,LAPANG VOLLY - POHON PELINDUNG DAN POHON PRODUKTIF,-6.930375,107.699875,Akurat (ArcGIS)
PANYILEUKAN,MEKAR MULYA,RT 03 RW 01,LAPANGAN BADMINTON - POHON PELINDUNG DAN PRODUKTIF,-6.930375,107.699875,Akurat (ArcGIS)
PANYILEUKAN,MEKAR MULYA,RT 07 RW 02,LAPANGAN VOLLY - KANTOR RW - POHON PELINDUNG & PRODUKTIF,-6.930375,107.699875,Akurat (ArcGIS)
PANYILEUKAN,MEKAR MULYA,RW 02 MEKARMULYA,TAMAN MASYARAKAT,-6.930375,107.699875,Akurat (ArcGIS)
PANYILEUKAN,MEKAR MULYA,RW 03 MEKARMULYA,TAMAN MASYARAKAT,-6.930375,107.699875,Akurat (ArcGIS)
